"mesh_id","project_id","project_name","research_area","source_status","reviewed_status","action","include_in_dated_capture_baseline","include_in_default_reviewed_future","exclude_superseded","exclude_duplicate_in_future","disputed_source_version_excluded_from_strict_mode","evidence_note","source_urls"
"81-2849","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2850","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2851","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2852","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2853","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2854","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2855","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2856","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2857","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2858","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2859","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2860","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2861","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2862","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
